test_batch_id,FFVUS_PR/hbos,FFVUS_PR/denoising_auto_encoder,FFVUS_PR/cblof,FFVUS_PR/random_black_forest,FFVUS_PR/auto_encoder,FFVUS_PR/tran_ad,FFVUS_PR/omni_anomaly,FFVUS_PR/mtad_gat,FFVUS_PR/copod,FFVUS_PR/encdec_ad,FFVUS_PR/avg_ens,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/hbos,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/denoising_auto_encoder,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/cblof,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/random_black_forest,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/auto_encoder,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/tran_ad,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/omni_anomaly,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/mtad_gat,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/copod,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/encdec_ad,INDEPENDENT_INTERPRETABILITY_NDCG_HIT_K_10_W_10_SCORE_WITH_SMOOTHING/avg_ens,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/hbos,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/denoising_auto_encoder,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/cblof,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/random_black_forest,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/auto_encoder,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/tran_ad,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/omni_anomaly,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/mtad_gat,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/copod,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/encdec_ad,INTERPRETABILITY_CONDITIONAL_VOLUMN_PR_WITH_NDCG_HIT_K_10_W_10_M_50_SCORE_COMBINATION_WITH_SMOOTHING/avg_ens,sum_acc_interp/hbos,mul_acc_interp/hbos,sum_acc_interp/denoising_auto_encoder,mul_acc_interp/denoising_auto_encoder,sum_acc_interp/cblof,mul_acc_interp/cblof,sum_acc_interp/random_black_forest,mul_acc_interp/random_black_forest,sum_acc_interp/auto_encoder,mul_acc_interp/auto_encoder,sum_acc_interp/tran_ad,mul_acc_interp/tran_ad,sum_acc_interp/omni_anomaly,mul_acc_interp/omni_anomaly,sum_acc_interp/mtad_gat,mul_acc_interp/mtad_gat,sum_acc_interp/copod,mul_acc_interp/copod,sum_acc_interp/encdec_ad,mul_acc_interp/encdec_ad,sum_acc_interp/avg_ens,mul_acc_interp/avg_ens
machine-3-8.out,0.440178245306015,0.099159151315689,0.3484605550765991,0.3554707765579223,0.3417099118232727,0.1650916337966919,0.3303971290588379,0.0598323009908199,0.4300468564033508,0.2311520725488662,0.4752997756004333,0.1543873287416564,0.2607941674223751,0.4308146606262874,0.5025341482213297,0.5238221927831667,0.5530632786224934,0.6618066612938116,0.1978885080475149,0.7428806848661665,0.6705462670241391,0.7155913953221027,0.2022860702872276,0.1199559075385332,0.3488005518913269,0.3946307957172393,0.4012490072846412,0.119279648065567,0.2510531520843506,0.0627021240442991,0.644013010263443,0.3928219044208527,0.6421582698822021,0.2972827870238357,0.22859696702700935,0.17997665936903207,0.14368601128805084,0.3896376078514433,0.3852860010222874,0.429002462389626,0.4163990176654748,0.4327660523032197,0.4136073852243737,0.35907745620959264,0.2542797345858641,0.49610189517632475,0.44075425433675114,0.12886040451916742,0.09188334322171114,0.5864637706347586,0.5447455055300028,0.45084916978650263,0.34379160426519983,0.595445585461268,0.5712032097017204
machine-3-6.out,0.2582959830760956,0.212798461318016,0.4332081079483032,0.4282968938350677,0.2938779294490814,0.242059051990509,0.2271357625722885,0.0633978173136711,0.2463228702545166,0.5116520524024963,0.4661789536476135,0.1739762010418324,0.19440426456089,0.7264346800138983,0.8417027393035152,0.2568269657798315,0.5933036575966194,0.5281443708678671,0.6595796695139782,0.559886199527033,0.5982333565451045,0.694081824959088,0.1876668270677328,0.1367522983253002,0.5310842287540436,0.5991535753011703,0.1689622130990028,0.1879215416312217,0.1753869554400444,0.1330495427548885,0.4053912746906281,0.4184928321838378,0.6507861906290054,0.216136092058964,0.20791230863786136,0.203601362939453,0.20318591081593199,0.5798213939811008,0.5427488473926672,0.6349998165692915,0.5677146030117405,0.27535244761445643,0.2741060687274035,0.4176813547935642,0.3438375193245569,0.3776400667200778,0.3176582280244488,0.36148874341382464,0.11567693919527883,0.4031045348907748,0.34212657945106123,0.5549427044738005,0.5515656341174368,0.5801303893033507,0.5577476113495936
machine-2-6.out,0.2314964979887008,0.3343439400196075,0.2037078291177749,0.3248857855796814,0.3350587487220764,0.1024855524301529,0.1024855449795723,0.0278904177248477,0.2440186440944671,0.1530405282974243,0.4590543508529663,0.0506030926305556,0.3912759891451191,0.5327726539050367,0.6049637257609108,0.4553653555815627,0.5320242453404733,0.4794090861020236,0.4129035005651402,0.6110685711286491,0.7538022988156846,0.5024522018108872,0.0566989256069064,0.2789032325148582,0.2405778521299362,0.274057984650135,0.3021976071596146,0.1018332093954086,0.1024855449795723,0.030788036622107,0.4514196664094925,0.1445362015068531,0.4685185199975967,0.14104979530962822,0.08305179532984273,0.36280996458236325,0.3605765238461361,0.3682402415114058,0.29472596556764175,0.4649247556702961,0.4227439233853677,0.39521205215181954,0.3860564105315566,0.3172548988853131,0.17186432386553688,0.29094731554079795,0.16887078461610694,0.22039695914499394,0.05225140653250806,0.4275436076115581,0.34876471433770384,0.45342141355655446,0.2544262326247111,0.48075327633192677,0.4797738896275158
machine-2-8.out,0.7459977269172668,0.8884433507919312,0.9489959478378296,0.9774307012557985,0.96711665391922,0.7968931794166565,0.7968931794166565,0.008978659287095,0.7709222435951233,0.9999744296073914,0.9105907082557678,0.4362115423097745,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9594513512663784,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5722790597379208,0.8889439535140992,0.96729421377182,0.9766592502593994,0.9625444102287292,0.7968931794166565,0.7968931794166565,0.0567373816668987,0.9321398961544036,0.9999958956241608,0.9695411705970765,0.5911046346135207,0.5505164398362908,0.9442216753959657,0.9409266636665131,0.9744979739189149,0.9738306012289287,0.9887153506278994,0.9885865538904254,0.9632840025927991,0.963268753490613,0.8984465897083284,0.8869677825538411,0.8984465897083284,0.8869677825538411,0.5044893296435476,0.01779752069967262,0.8854611217975618,0.8706449381200221,0.9999872148036958,0.9999872146402324,0.955295354127884,0.9532033253601153
machine-2-4.out,0.2779209017753601,0.2540251016616821,0.274516761302948,0.2122217565774917,0.2039077132940292,0.1362570524215698,0.1358308941125869,0.1171200200915336,0.2686987519264221,0.1279489994049072,0.2983445525169372,0.0424303524250856,0.2234312209672693,0.3442127087215108,0.4193417428985563,0.2116881605451346,0.3484678813353906,0.2777660938156951,0.1833851323744015,0.7134309806420926,0.5370879664170718,0.4642479071865409,0.103811776638031,0.1431160967051983,0.1837413999438285,0.1994193974137306,0.137603815793991,0.1357863247394561,0.1270053306221962,0.1100267031788825,0.5121304723620415,0.1278833755850792,0.2729538705945015,0.16017562710022284,0.07362094984181099,0.2387281613144757,0.23774798209013295,0.3093647350122294,0.30543933197107553,0.315781749738024,0.2818194571346459,0.2077979369195819,0.20772510732328678,0.24236246687848018,0.1959098988629977,0.20679849396414102,0.18244435031373502,0.15025257623296756,0.1429464367710845,0.4910648662842574,0.3903720816654954,0.3325184829109895,0.20666480640078005,0.38129622985173905,0.3632499439618087
machine-2-7.out,0.2668139636516571,0.331576406955719,0.4517940282821655,0.7400781512260437,0.5547044277191162,0.1701491922140121,0.1982578337192535,0.0663351640105247,0.2103188186883926,0.1522873938083648,0.5259233117103577,0.1911583929442818,0.5231237421109102,0.8191347739038802,0.859238925526828,0.7923252552888144,0.8312009731927974,0.8133164427078672,0.500259498260775,0.9407313333098816,0.8650917477106898,0.8988278382055644,0.1848719364404678,0.2393346856534481,0.536924358010292,0.7369837111234665,0.6173651856184006,0.1703048321604728,0.2079521173238754,0.0915150367468595,0.5486372467875481,0.1567412805557251,0.6075891727209091,0.22898617829796947,0.22273714896615254,0.4273500745333146,0.40588618357393974,0.6354644010930228,0.5823775471473822,0.7996585383764359,0.7952193654512048,0.6735148415039653,0.6525562618946339,0.5006750827034048,0.28247496039269826,0.5057871382135604,0.31880280038166464,0.2832973311356498,0.11713769322119591,0.575525075999137,0.3437791174978925,0.5086895707595273,0.2589842120554562,0.712375574957961,0.6635748472348003
machine-2-3.out,0.3086200952529907,0.4079841673374176,0.3496814370155334,0.4098248183727264,0.2150407582521438,0.0592781007289886,0.0407559610903263,0.0359015353024005,0.3676297068595886,0.4458391070365906,0.6171244978904724,0.2323108076633883,0.6495337426130136,0.8735374234990155,0.8629220486639388,0.6989443381250287,0.8116090674717338,0.9068947765037212,0.5665534775346248,0.832688956495406,0.7366565699181503,0.8839214720513389,0.2031177006661892,0.2585039743781089,0.4905308216810226,0.6267432940006256,0.1700899550318718,0.0516444465517997,0.0407559610903263,0.0540787479281425,0.5560835400223731,0.3525720763206482,0.6821537417173386,0.2704654514581895,0.26508296421163186,0.5287589549752156,0.5011725676588269,0.6116094302572744,0.4994360884976711,0.6363734335183326,0.555722243004872,0.45699254818858626,0.3288927161771231,0.4354435841003612,0.11048651492603317,0.47382536879702375,0.07800630919793418,0.30122750641851265,0.06752417770954615,0.6001593316774974,0.510066545372189,0.5912478384773705,0.5554866943289744,0.7505229849709056,0.7268126433668595
machine-2-1.out,0.2374520450830459,0.2314788997173309,0.4828578531742096,0.3031203150749206,0.1357805281877517,0.2244730442762375,0.3417996764183044,0.0786787495017051,0.2349714189767837,0.2832559645175934,0.3471119105815887,0.1686135105098561,0.3926505551044875,0.4563054444784937,0.4717338776119673,0.4647892239677906,0.4451402961056074,0.4783029716589737,0.376069755431622,0.480373827108319,0.5543939851497347,0.4742402693097493,0.1765964370965957,0.2731471261382103,0.477539581656456,0.4141665843129158,0.1524953663349151,0.189482125043869,0.3958331614732742,0.1343618611246347,0.3482411402463913,0.2747923159599304,0.4321003818511963,0.203032777796451,0.19719782851681417,0.3120647274109092,0.29125469969986945,0.46958164882635167,0.46920629854951135,0.38742709634344397,0.36908136514668244,0.30028487607777116,0.21016485129266738,0.3348066701909225,0.29844685394072723,0.41005132403863903,0.39869106952949523,0.22737425246666357,0.13013214012483773,0.3576726230425513,0.3155794224192595,0.41882497483366404,0.37494278618104593,0.41067608994566895,0.4008376674098854
machine-1-2.out,0.2266412079334259,0.2010616064071655,0.4979445338249206,0.4315248429775238,0.2215550392866134,0.252824991941452,0.4737869501113891,0.0465520769357681,0.2407318353652954,0.573781430721283,0.5648192167282104,0.238976624992291,0.3982732749369481,0.6154291131692556,0.592702083385024,0.3635767060480563,0.5890598118007356,0.6329625106099802,0.3090080377743674,0.6253375736123392,0.5783747277339953,0.7117606837556706,0.201630930006504,0.2695597210526466,0.540029319524765,0.5243416726589203,0.2331483262777328,0.2426363211870193,0.5022216886281967,0.0823530144244432,0.4456492502987385,0.6388915324211121,0.6986437720060349,0.23280891646285845,0.23264551795956226,0.2996674406720568,0.26722110439585195,0.5566868234970881,0.550488263642102,0.5121134631812738,0.4994316530488085,0.29256587266733486,0.27533030649739315,0.42094240187109383,0.35379909818911787,0.5533747303606846,0.5419282106381784,0.17778005735506774,0.08091439592413335,0.4330347044888173,0.34763648330746305,0.5760780792276392,0.576068923186901,0.6382899502419406,0.6298330590109262
machine-3-11.out,0.0635630562901496,0.0889909192919731,0.1467189341783523,0.229952871799469,0.0849604234099388,0.1087715774774551,0.1087715774774551,0.0123046087101101,0.0852430090308189,0.7263810038566589,0.2929345965385437,0.0520980446049869,0.6847161901193156,0.7239232643296006,0.6112473396571604,0.6807728460184694,0.470479286337554,0.6235776162391934,0.6556545929749938,0.6946182090821273,0.5852329695442476,0.6502789199245986,0.0263345909770578,0.3402553929388523,0.1474803048372268,0.537180343568325,0.2018725007772445,0.1654616893082857,0.2368786068260669,0.1035036810673773,0.3365946090221405,0.7507868731021881,0.5329919326305389,0.057830550447568255,0.05726231059889132,0.38685355470564436,0.15751056820242856,0.43532109925397644,0.24398828807373135,0.4206001057283147,0.33418460723056154,0.3828666347142041,0.1510676146718628,0.28962543190750456,0.17669295754989614,0.36617459685832426,0.18523273208985375,0.33397960084255196,0.024155886153499232,0.38993060905647314,0.15185098295574823,0.6558069867004532,0.6482122339781262,0.47160675823157117,0.4039153165657078
machine-1-5.out,0.0925549045205116,0.7791491150856018,0.8179783821105957,0.8592507243156433,0.7475740909576416,0.4603295922279358,0.4562194347381592,0.0210770294070243,0.1627863943576812,0.3927060961723327,0.7116450667381287,0.0478296536898439,0.537734675004399,0.785699925703654,0.833316023379611,0.387654297097091,0.7499126972544927,0.8160969202732088,0.6137511270082604,0.7789650855145166,0.8404283286197374,0.8010556443849053,0.0526027332246303,0.752194607257843,0.7842822134494781,0.8819081544876098,0.6905679643154145,0.4106846195459366,0.4110220241546631,0.0216850411891937,0.513058817088604,0.4474313646554947,0.8165784633159637,0.07019227910517775,0.06306774885994675,0.6584418950450004,0.6363135446475301,0.8018391539071248,0.8015143073518843,0.8462833738476272,0.846084678962017,0.5676141940273662,0.510558600908083,0.6051211447412143,0.5704758611291679,0.6361581775056839,0.5852621074815457,0.31741407820764234,0.04075449528134997,0.4708757399360989,0.26929592426791676,0.6165672123960351,0.5352884834117686,0.756350355561517,0.7537079784751747
machine-3-9.out,0.1719322651624679,0.5104530453681946,0.2567301094532013,0.2031779438257217,0.2764132618904114,0.1614031046628952,0.1598445475101471,0.0181524865329265,0.2902092039585113,0.1182296499609947,0.2880314588546753,0.1631501614921311,0.3443544406203353,0.7262252970287291,0.8662151327204488,0.5044455165306829,0.8270419425297725,0.8962365480423762,0.3500109686516129,0.81824563459937,0.941270537263049,0.8089494493472487,0.131731591001153,0.2144584488868713,0.3677736321091652,0.4099787729978561,0.3159601655602455,0.1622086629271507,0.1605922386050224,0.0260937899537384,0.5641891527175903,0.1144651973247528,0.5480060732364654,0.1675412133272995,0.16742612918867944,0.427403742994265,0.4112663395722061,0.4914777032409652,0.37935373011714874,0.5346965382730853,0.3291508303855507,0.39042938921054715,0.3571335420014861,0.49422252359633384,0.2700952118478625,0.5280405477762616,0.27130213027615924,0.1840817275922697,0.03451493789159643,0.5542274192789407,0.42845663350354035,0.5297500936120219,0.21007280127204916,0.548490454100962,0.4248075573477253
